title,subtype,status,image,epCount,rating,synopsis,genre
Aria The Origination,TV,Finished,https://media.kitsu.io/anime/poster_images/2916/large.jpg?1597696956,13,80.86,"As winter melts into spring, Akari, Aika and Alice continue to work hard to become Neo-Venezia's top gondoliers. Aika starts to take on more responsibility around Himeya, Alice travels up the challenging canal near Hope Hill, and even Akari spends a day working on a huge gondola called a traghetto! But there's still so much to learn... and the final test to become a Prima, which once seemed so far off in the future, might not be so far off anymore.

(Source: Right Stuf)","['sci-fi', 'fantasy', 'slice-of-life']"
Akagami no Shirayuki-hime,TV,Finished,https://media.kitsu.io/anime/poster_images/10621/large.jpg?1597696924,12,80.85,"Although her name means ""snow white,"" Shirayuki is a cheerful, red-haired girl living in the country of Tanbarun who works diligently as an apothecary at her herbal shop. Her life changes drastically when she is noticed by the silly prince of Tanbarun, Prince Raji, who then tries to force her to become his concubine. Unwilling to give up her freedom, Shirayuki cuts her long red hair and escapes into the forest, where she is rescued from Raji by Zen Wistalia, the second prince of a neighboring country, and his two aides. Hoping to repay her debt to the trio someday, Shirayuki sets her sights on pursuing a career as the court herbalist in Zen's country, Clarines.

Akagami no Shirayuki-hime depicts Shirayuki's journey toward a new life at the royal palace of Clarines, as well as Zen's endeavor to become a prince worthy of his title. As loyal friendships are forged and deadly enemies formed, Shirayuki and Zen slowly learn to support each other as they walk their own paths.

(Source: MAL Rewrite)","['fantasy', 'drama', 'romance']"
Initial D First Stage,TV,Finished,https://media.kitsu.io/anime/poster_images/162/large.jpg?1597696621,26,80.84,"Takumi Fujiwara is an aloof, spacey high-schooler who does delivery runs in his dad's Toyota AE86 in the dead of night. Despite working at a gas station and having friends who are car nuts, he doesn't know a single thing about cars.
Takumi is introduced into the world of street racing and his natural talent draws attention from all across Gunma. Will Takumi face the challenges or back out from the call of the mountain passes?","['sports', 'racing', 'drama', 'action', 'cars']"
Mononoke,TV,Finished,https://media.kitsu.io/anime/poster_images/2035/large.jpg?1597696937,12,80.83,"The ""Medicine Seller"" is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called ""mononoke"" to slay. When he locates one of these spirits, he cannot simply kill it; he must first learn its Form, its Truth, and its Reason in order to wield the mighty Exorcism Sword and fight against it. He must begin  his strange exorcisms with intense psychological analysis and careful investigative work—an extremely dangerous step, as he must first confront and learn about the mononoke before he even has the means to defeat it.
The Medicine Seller's journey leads him to an old-fashioned inn where Shino, a pregnant woman, has finally found a place to rest. The owner has reluctantly placed her in the last vacant room; however, as she settles in, it quickly becomes clear that the room is infested by a lethal band of mononoke, the Zashiki Warashi. With his hunter's intuition, the Medicine Seller begins his investigation to discover the Form, the Truth, and the Reason before the Zashiki Warashi can kill again.
[Written by MAL Rewrite]","['mystery', 'supernatural', 'psychological', 'historical', 'demons', 'fantasy', 'horror']"
Kuragehime,TV,Finished,https://media.kitsu.io/anime/poster_images/5204/large.jpg?1597696926,11,80.82,"Tsukimi and her wallflower friends are hopeless nerds with bizarre hobbies. Their crippling social anxieties keep them from setting foot outside the all-girl apartment complex they inhabit, but a late night jellyfish rescue mission and the arrival of a “Stylish Girl” are about to turn their lives upside down!

(Source: Funimation)","['comedy', 'slice-of-life']"
Asobi Asobase,TV,Finished,https://media.kitsu.io/anime/poster_images/41149/large.jpg?1537701116,12,80.81,"Three classmates play simple hand games. One of the girls is good at games, but hates them as she always lost to her older sister and forced to do chores while growing up. Another girl is of American descent, but raised in Japan, and who only pretends to be bad at Japanese. Another girl usually observes their games, and loses to the other girls.

(Source: ANN)","['comedy', 'school', 'drama']"
Enen no Shouboutai: Ni no Shou,TV,Finished,https://media.kitsu.io/anime/poster_images/42909/large.jpg?1601400418,24,80.81,The Fire Force seeks out the next Pillar and protects humanity from another Great Cataclysm from occurring!(Source: Crunchyroll),['none']
xxxHOLiC Kei,TV,Finished,https://media.kitsu.io/anime/poster_images/2787/large.jpg?1408447746,13,80.81,"Still working to get his wish complete, Watanuki finds himself into more mess than he can handle when certain facts about his everyday life gets revealed and when he needs to learn the lesson of Yuuko the hard way. 
(Source: ANN)","['comedy', 'mystery', 'supernatural', 'psychological', 'drama']"
Sekaiichi Hatsukoi 2,TV,Finished,https://media.kitsu.io/anime/poster_images/6464/large.jpg?1408458485,12,80.79,Second season of Sekaiichi Hatsukoi.,"['comedy', 'shounen-ai', 'drama', 'romance']"
Zoku Owarimonogatari,movie,Finished,https://media.kitsu.io/anime/poster_images/14129/large.jpg?1538485028,1,80.78,Zoku Owarimonogatari contains the Koyomi Reverse arc. The arc takes place after the college entrance exams but before the events in Hanamonogatari.,"['comedy', 'mystery', 'supernatural', 'vampire']"
The Garden of Words,movie,Finished,https://media.kitsu.io/anime/poster_images/7515/large.jpg?1597697282,1,80.78,"On a rainy morning in Tokyo, Takao Akizuki, an aspiring shoemaker, decides to skip class to sketch designs in a beautiful garden. This is where he meets Yukari Yukino, a beautiful yet mysterious woman, for the very first time. Offering to make her new shoes, Takao continues to meet with Yukari throughout the rainy season, and without even realizing it, the two are able to alleviate the worries hidden in their hearts just by being with each other. However, their personal struggles have not disappeared completely, and as the end of the rainy season approaches, their relationship will be put to the test.
[Written by MAL Rewrite]","['psychological', 'slice-of-life', 'drama', 'romance']"
Dorohedoro,TV,Finished,https://media.kitsu.io/anime/poster_images/42040/large.jpg?1597691379,12,80.78,"Hole—a dark, decrepit, and disorderly district where the strong prey on the weak and death is an ordinary occurrence—is all but befitting of the name given to it. A realm separated from law and ethics, it is a testing ground to the magic users who dominate it. As a race occupying the highest rungs of their society, the magic users think of the denizens of Hole as no more than insects. Murdered, mutilated, and made experiments without a second thought, the powerless Hole dwellers litter the halls of Hole's hospital on a daily basis.

Possessing free access to and from the cesspool, and with little challenge to their authority, the magic users appear indomitable to most—aside for a few. Kaiman, more reptile than man, is one such individual. He hunts them on a heedless quest for answers with only a trusted pair of bayonets and his immunity to magic. Cursed by his appearance and tormented by nightmares, magic users are his only clue to restoring his life to normal. With his biggest obstacle being his stomach, his female companion Nikaidou, who runs the restaurant Hungry Bug, is his greatest ally.

Set in a gritty world of hellish design, Dorohedoro manages a healthy blend of comedy and lightheartedness with death and carnage. Taking plenty of twists and turns while following the lives of Hole's residents, it weaves a unique world of unearthly origin and dreary appearance not for the squeamish or easily disturbed.",['none']
Made in Abyss: Hourou suru Tasogare,movie,Finished,https://media.kitsu.io/anime/poster_images/41081/large.jpg?1597696989,1,80.78,Second of two films recapping the first season of the TV anime.,"['sci-fi', 'mystery', 'fantasy', 'drama', 'adventure']"
Akira,movie,Finished,https://media.kitsu.io/anime/poster_images/29/large.jpg?1597696956,1,80.78,"Japan, 1988. An explosion caused by a young boy with psychic powers tears through the city of Tokyo and ignites the fuse that leads to World War III. In order to prevent any further destruction, he is captured and taken into custody, never to be heard from again. Now, in the year 2019, a restored version of the city known as Neo-Tokyo—an area rife with gang violence and terrorism against the current government—stands in its place. Here, Shoutarou Kaneda leads ""the Capsules,"" a group of misfits known for riding large, custom motorcycles and being in constant conflict with their rivals ""the Clowns.""

During one of these battles, Shoutarou's best friend Tetsuo Shima is caught up in an accident with an esper who finds himself in the streets of Tokyo after escaping confinement from a government institution. Through this encounter, Tetsuo begins to develop his own mysterious abilities, as the government seeks to quarantine this latest psychic in a desperate attempt to prevent him from unleashing the destructive power that could once again bring the city to its knees.

(Source: MAL Rewrite)","['sci-fi', 'supernatural', 'military', 'horror', 'action', 'youth', 'adventure']"
